iter	RMSE
227	1.007144845
228	1.005107791
229	1.004459351
230	1.00430068
231	1.002762623
232	1.000895578
233	1.000515475
234	0.999537869
235	0.9984137626
236	0.9976914122
237	0.9974543582
238	0.99622143
239	0.9960940041
240	0.9947614411
241	0.9939091789
242	0.992800837
243	0.9924406558
244	0.992224615
245	0.9921046061
246	0.9919342628
247	0.990997612
248	0.9908837152
249	0.9897465059
250	0.9884948945
251	0.9867280644
252	0.9858556541
253	0.9847783715
254	0.9846507827
255	0.9845404046
256	0.983195959
257	0.9826928037
258	0.9817257112
259	0.9813820683
260	0.9804049069
261	0.9798454718
262	0.9796888181
263	0.9790232748
264	0.9779781796
265	0.9778362083
266	0.9776706556
267	0.9775304942
268	0.9773959795
269	0.9771121877
270	0.9763191824
271	0.9761914814
272	0.9754486379
273	0.9747446479
274	0.973920459
275	0.9738238473
276	0.9730083187
277	0.9728683195
278	0.9719087515
279	0.9713629427
280	0.9700439809
281	0.9693549787
282	0.9692446907
283	0.9684610151
284	0.9676933678
285	0.9670252434
286	0.9665241295
287	0.9664145063
288	0.9652286218
289	0.9651126832
290	0.9645760965
291	0.9640192666
292	0.9631481104
293	0.962635187
294	0.9621022984
295	0.9618310397
296	0.9604248399
297	0.9590411352
298	0.9584406758
299	0.9573862209
300	0.9564525117
301	0.9559515292
302	0.9558395503
303	0.9553504853
304	0.9545043171
305	0.9537833416
306	0.95320284
307	0.9530982803
308	0.9523361181
309	0.9514176785
310	0.9513122879
311	0.9508594266
312	0.9502498993
313	0.9501650949
314	0.9495349449
315	0.9486833286
316	0.9477823105
317	0.9468648848
318	0.9459562192
319	0.9453025222
320	0.9449233013
321	0.9438345137
322	0.9437351723
323	0.9436428041
324	0.9432009867
325	0.9421808914
326	0.9416866574
327	0.9415967222
328	0.9411474971
329	0.9407178644
330	0.9403174515
331	0.9396534759
332	0.9386997333
333	0.9381946056
334	0.9374083535
335	0.9367472191
336	0.9358903114
337	0.9351007608
338	0.9345766066
339	0.9337890688
340	0.9333712691
341	0.9326194053
342	0.9317783767
343	0.9311140665
344	0.9299368593
345	0.9296433104
346	0.9295548526
347	0.9288760214
348	0.9284728739
349	0.9277541508
350	0.9274764738
351	0.9270322633
352	0.9264919008
353	0.9259769155
354	0.9258867615
355	0.925798596
356	0.9257129121
357	0.9252824382
358	0.9242172969
359	0.9236749295
360	0.9228789939
361	0.9227954044
362	0.9227129348
363	0.9226321018
364	0.9223715443
365	0.9217521092
366	0.921386027
367	0.9210823466
368	0.9201324171
369	0.919492816
370	0.9194125636
371	0.9184031454
372	0.9180317401
373	0.9176870882
374	0.9165621788
375	0.9157824447
376	0.9150581462
377	0.9143262648
378	0.9136196055
379	0.9135347208
380	0.9131837631
381	0.9131165822
382	0.9125943548
383	0.9119833305
384	0.9116684664
385	0.9113304137
386	0.9109150239
387	0.9102190505
388	0.9101390987
389	0.909734663
390	0.9092295138
391	0.9091535201
392	0.9082291687
393	0.9081542315
394	0.9079336758
395	0.9072802115
396	0.9067945822
397	0.9064364488
398	0.9063588722
399	0.9054822463
400	0.9051196824
401	0.9042641029
402	0.9040803087
403	0.9036165508
404	0.9031686766
405	0.9029383861
406	0.9028653136
407	0.9022038612
408	0.901611565
409	0.9007834014
410	0.9003929787
411	0.8996605592
412	0.8991300873
413	0.8989228748
414	0.8983097425
415	0.8982403057
416	0.8979341795
417	0.896922294
418	0.8957983874
419	0.8953597004
420	0.8946280636
421	0.8943312761
422	0.8939280889
423	0.8938579261
424	0.892868408
425	0.8926954817
426	0.8921056429
427	0.8920375476
428	0.8914656704
429	0.891398875
430	0.8905979181
431	0.8899099825
432	0.8894949214
433	0.8892100342
434	0.8888732746
435	0.888025802
436	0.8877607885
437	0.8873935626
438	0.8868089627
439	0.8858618799
440	0.8853359121
441	0.8843498468
442	0.8839777659
443	0.8839114725
444	0.8831360532
445	0.8825418898
446	0.8816103475
447	0.8808970321
448	0.8803659931
449	0.879729894
450	0.8791423089
451	0.8781768512
452	0.8773008289
453	0.8772344101
454	0.8770483443
455	0.8768089086
456	0.8767414533
457	0.8766792671
458	0.8758337234
459	0.8756292855
460	0.8752798561
461	0.8749896846
462	0.8742147898
463	0.8737418456
464	0.8736747058
465	0.8732131136
466	0.8724561209
467	0.8718508599
468	0.8713296169
469	0.8706460977
470	0.8698625955
471	0.8693400269
472	0.8685370737
473	0.8674484771
474	0.8671162403
475	0.8662011649
476	0.8657735885
477	0.8651408154
478	0.8644747165
479	0.8637958436
480	0.8635645926
481	0.8631394046
482	0.8630796644
483	0.8623043294
484	0.8621847701
485	0.8617756089
486	0.861383087
487	0.8611435903
488	0.8606161393
489	0.8600155555
490	0.8596835061
491	0.8596250787
492	0.8586337008
493	0.8585171064
494	0.8584102024
495	0.8580196522
496	0.8578015622
497	0.8571624369
498	0.8564456424
499	0.8558861054
