date,Actual,GBDT,Discount
2014-07-05,2.0,0.6122766588650635,
2014-07-06,1.0,0.6122766588650635,
2014-07-07,0.0,0.6122766588650635,
2014-07-08,0.0,0.6122766588650635,
2014-07-09,0.0,0.6122766588650635,
2014-07-10,2.0,0.6122766588650635,
2014-07-11,1.0,0.6122766588650635,
2014-07-12,1.0,0.6122766588650635,
2014-07-13,0.0,0.6122766588650635,
2014-07-14,0.0,0.6122766588650635,
2014-07-15,1.0,0.6122766588650635,
2014-07-16,0.0,0.6122766588650635,
2014-07-17,0.0,0.6122766588650635,
2014-07-18,0.0,0.6122766588650635,
2014-07-19,0.0,0.6122766588650635,
2014-07-20,0.0,0.6122766588650635,
2014-07-21,0.0,0.6122766588650635,
2014-07-22,0.0,0.6122766588650635,
2014-07-23,0.0,0.6122766588650635,
2014-07-24,0.0,0.6122766588650635,
2014-07-25,0.0,0.6122766588650635,
2014-07-26,1.0,0.6122766588650635,
2014-07-27,2.0,0.6122766588650635,
2014-07-28,0.0,0.6122766588650635,
2014-07-29,0.0,0.6122766588650635,
2014-07-30,0.0,0.6122766588650635,
2014-07-31,1.0,0.6122766588650635,
2014-08-01,0.0,0.6122766588650635,
2014-08-02,1.0,0.6122766588650635,
2014-08-03,0.0,0.6122766588650635,
2014-08-04,0.0,0.6122766588650635,
2014-08-05,0.0,0.6122766588650635,
2014-08-06,0.0,0.6122766588650635,
2014-08-07,1.0,0.6122766588650635,
2014-08-08,2.0,0.6122766588650635,
2014-08-09,2.0,0.6122766588650635,
2014-08-10,0.0,0.6122766588650635,
2014-08-11,0.0,0.6122766588650635,
2014-08-12,0.0,0.6122766588650635,
2014-08-13,0.0,0.6122766588650635,
2014-08-14,0.0,0.6122766588650635,
2014-08-15,1.0,0.6122766588650635,
2014-08-16,1.0,0.6122766588650635,
2014-08-17,0.0,0.6122766588650635,
2014-08-18,1.0,2.518289269161529,9.852206133333334
2014-08-19,5.0,2.898213191933882,10.470130533333334
2014-08-20,2.0,2.898213191933882,10.470130533333334
2014-08-21,3.0,3.468234198025214,10.470130533333334
2014-08-22,6.0,3.468234198025214,10.470130533333334
2014-08-23,3.0,3.468234198025214,10.470130533333334
2014-08-24,5.0,3.468234198025214,10.470130533333334
2014-08-25,3.0,3.468234198025214,10.470130533333334
2014-08-26,1.0,3.468234198025214,10.470130533333334
2014-08-27,5.0,3.468234198025214,10.470130533333334
2014-08-28,5.0,3.468234198025214,10.470130533333334
2014-08-29,4.0,3.468234198025214,10.470130533333334
2014-08-30,1.0,3.468234198025214,10.470130533333334
2014-08-31,2.0,3.468234198025214,10.470130533333334
2014-09-01,0.0,1.5622215877287482,
2014-09-02,0.0,1.1822976649563954,
2014-09-03,1.0,1.1822976649563954,
2014-09-04,1.0,0.6122766588650635,
2014-09-05,0.0,0.6122766588650635,
2014-09-06,2.0,0.6122766588650635,
2014-09-07,0.0,0.6122766588650635,
2014-09-08,2.0,0.6122766588650635,
2014-09-09,0.0,0.6122766588650635,
2014-09-10,1.0,0.6122766588650635,
2014-09-11,0.0,0.6122766588650635,
2014-09-12,1.0,0.6122766588650635,
2014-09-13,2.0,0.6122766588650635,
2014-09-14,1.0,0.6122766588650635,
2014-09-15,0.0,0.6122766588650635,
2014-09-16,0.0,0.6122766588650635,
2014-09-17,1.0,0.6122766588650635,
2014-09-18,0.0,0.6122766588650635,
2014-09-19,1.0,0.6122766588650635,
2014-09-20,0.0,0.6122766588650635,
2014-09-21,1.0,0.6122766588650635,
2014-09-22,0.0,2.518289269161529,
2014-09-23,0.0,0.6122766588650635,
2014-09-24,1.0,0.6122766588650635,
2014-09-25,2.0,0.6122766588650635,
2014-09-26,1.0,0.6122766588650635,
2014-09-27,0.0,0.6122766588650635,
2014-09-28,0.0,0.6122766588650635,
2014-09-29,0.0,0.6122766588650635,
2014-09-30,1.0,0.6122766588650635,
2014-10-01,1.0,0.6122766588650635,
2014-10-02,0.0,0.6122766588650635,
2014-10-03,0.0,0.6122766588650635,
2014-10-04,1.0,0.6122766588650635,
2014-10-05,0.0,0.6122766588650635,
2014-10-06,1.0,0.6122766588650635,
2014-10-07,0.0,0.6122766588650635,
2014-10-08,3.0,0.6122766588650635,
2014-10-09,0.0,0.6122766588650635,
2014-10-10,1.0,0.6122766588650635,
2014-10-11,1.0,0.6122766588650635,
2014-10-12,0.0,0.6122766588650635,
2014-10-13,1.0,0.3251911059733086,
2014-10-14,0.0,0.3251911059733086,
2014-10-15,0.0,0.3251911059733086,
2014-10-16,0.0,0.3251911059733086,
2014-10-17,1.0,0.3251911059733086,
2014-10-18,0.0,0.3251911059733086,
2014-10-19,0.0,0.3251911059733086,
2014-10-20,0.0,0.3251911059733086,
2014-10-21,0.0,0.3251911059733086,
2014-10-22,0.0,0.3251911059733086,
2014-10-23,0.0,0.3251911059733086,
2014-10-24,2.0,0.3251911059733086,
2014-10-25,0.0,0.3251911059733086,
2014-10-26,2.0,0.3251911059733086,
2014-10-27,1.0,0.6122766588650635,
2014-10-28,0.0,0.6122766588650635,
2014-10-29,0.0,0.6122766588650635,
2014-10-30,0.0,0.6122766588650635,
2014-10-31,1.0,0.6122766588650635,
2014-11-01,2.0,0.6122766588650635,
2014-11-02,0.0,0.6122766588650635,
2014-11-03,1.0,0.6122766588650635,
2014-11-04,2.0,0.6122766588650635,
2014-11-05,0.0,0.6122766588650635,
2014-11-06,0.0,0.6122766588650635,
2014-11-07,1.0,0.6122766588650635,
2014-11-08,1.0,0.6122766588650635,
2014-11-09,1.0,0.6122766588650635,
2014-11-10,1.0,2.518289269161529,11.515151515151514
2014-11-11,2.0,2.898213191933882,11.515151515151514
2014-11-12,2.0,2.898213191933882,11.515151515151514
2014-11-13,4.0,3.468234198025214,11.515151515151514
2014-11-14,5.0,3.468234198025214,11.515151515151514
2014-11-15,7.0,3.468234198025214,11.515151515151514
2014-11-16,6.0,3.468234198025214,11.515151515151514
2014-11-17,4.0,3.468234198025214,11.515151515151514
2014-11-18,7.0,3.468234198025214,11.515151515151514
2014-11-19,3.0,3.468234198025214,11.515151515151514
2014-11-20,0.0,3.468234198025214,11.515151515151514
2014-11-21,9.0,3.468234198025214,11.515151515151514
2014-11-22,6.0,3.468234198025214,11.515151515151514
2014-11-23,3.0,3.468234198025214,11.515151515151514
2014-11-24,0.0,1.5622215877287482,
2014-11-25,0.0,1.1822976649563954,
2014-11-26,0.0,1.1822976649563954,
2014-11-27,0.0,0.6122766588650635,
2014-11-28,0.0,0.6122766588650635,
2014-11-29,0.0,0.6122766588650635,
2014-11-30,1.0,0.6122766588650635,
2014-12-01,0.0,0.6122766588650635,
2014-12-02,0.0,0.6122766588650635,
2014-12-03,0.0,0.6122766588650635,
2014-12-04,0.0,0.6122766588650635,
2014-12-05,0.0,0.6122766588650635,
2014-12-06,2.0,0.6122766588650635,
2014-12-07,1.0,0.6122766588650635,
2014-12-08,1.0,2.518289269161529,11.43679742449394
2014-12-09,0.0,2.898213191933882,11.43679742449394
2014-12-10,6.0,2.898213191933882,11.43679742449394
2014-12-11,5.0,3.468234198025214,11.43679742449394
2014-12-12,4.0,3.468234198025214,11.43679742449394
2014-12-13,7.0,3.468234198025214,11.43679742449394
2014-12-14,6.0,3.468234198025214,11.43679742449394
2014-12-15,6.0,3.468234198025214,11.43679742449394
2014-12-16,2.0,3.468234198025214,11.43679742449394
2014-12-17,3.0,3.468234198025214,11.43679742449394
2014-12-18,3.0,3.468234198025214,11.43679742449394
2014-12-19,3.0,3.468234198025214,11.43679742449394
2014-12-20,4.0,3.468234198025214,11.43679742449394
2014-12-21,7.0,3.468234198025214,11.43679742449394
2014-12-22,1.0,1.5622215877287482,
2014-12-23,0.0,1.1822976649563954,
2014-12-24,1.0,1.1822976649563954,
2014-12-25,0.0,3.764394884463705,12.916293094010115
2014-12-26,0.0,1.1040842102013495,
2014-12-27,0.0,0.8034848875385618,
2014-12-28,1.0,1.1822976649563954,
2014-12-29,2.0,0.6122766588650635,
2014-12-30,0.0,0.6122766588650635,
