iter	RMSE
373	1.360679097
374	1.360482882
375	1.359510038
376	1.359266008
377	1.359098629
378	1.358721923
379	1.358346839
380	1.358176841
381	1.35802278
382	1.357141252
383	1.356678607
384	1.356403496
385	1.355733759
386	1.355375505
387	1.354532827
388	1.353390431
389	1.352736392
390	1.352579686
391	1.352032779
392	1.351874495
393	1.351552231
394	1.351234792
395	1.350895723
396	1.350802406
397	1.350625351
398	1.34985475
399	1.349131642
400	1.348962073
401	1.348787774
402	1.348310119
403	1.347805214
404	1.347067967
405	1.346834354
406	1.346495875
407	1.34622171
408	1.345806378
409	1.345195121
410	1.345019007
411	1.344288011
412	1.343664681
413	1.343026704
414	1.342616881
415	1.342228838
416	1.341902927
417	1.341458408
418	1.341320215
419	1.341199417
420	1.340639464
421	1.340501132
422	1.340065572
423	1.339908972
424	1.339248419
425	1.33910775
426	1.338597127
427	1.337861017
428	1.337462191
429	1.337340597
430	1.337219402
431	1.336687306
432	1.336298149
433	1.33599271
434	1.335576777
435	1.335346323
436	1.335132537
437	1.334946152
438	1.334724428
439	1.334460458
440	1.334028473
441	1.333810959
442	1.333389089
443	1.333003889
444	1.332430556
445	1.331754134
446	1.331165769
447	1.330478248
448	1.330227356
449	1.330064345
450	1.329687413
451	1.329560868
452	1.32927406
453	1.3287315
454	1.32845835
455	1.328378915
456	1.328155909
457	1.327809629
458	1.327701654
459	1.327377414
460	1.326650255
461	1.326204095
462	1.325901098
463	1.325745458
464	1.325264399
465	1.324698225
466	1.3241382
467	1.324011403
468	1.32390364
469	1.323230708
470	1.323035039
471	1.322815382
472	1.32205829
473	1.32170629
474	1.321187986
475	1.321041304
476	1.320623544
477	1.32034626
478	1.319945083
479	1.31966895
480	1.319466987
481	1.318819482
482	1.318585343
483	1.31846072
484	1.31813608
485	1.317789269
486	1.317260596
487	1.317141735
488	1.316819235
489	1.316342255
490	1.315828127
491	1.315462892
492	1.315089096
493	1.314776096
494	1.314303063
495	1.314005415
496	1.313510604
497	1.3129927
498	1.312926212
499	1.312759341
