date,id_sku,salesvolume
2010-11-21,459894,1
2010-11-21,459896,3
2010-11-21,600761,1
2010-11-22,15604,1
2010-11-22,24089,1
2010-11-22,46135,2
2010-11-22,46902,0
2010-11-22,59042,3
2010-11-22,75320,0
2010-11-22,83524,1
2010-11-22,201676,2
2010-11-22,362058,2
2010-11-22,415514,0
2010-11-22,415824,0
2010-11-22,419020,1
2010-11-22,437682,0
2010-11-22,437966,1
2010-11-22,437982,2
2010-11-22,447119,0
2010-11-22,459894,2
2010-11-22,459896,2
2010-11-22,600761,1
2010-11-23,15604,0
2010-11-23,24089,0
2010-11-23,46135,3
2010-11-23,46902,1
2010-11-23,59042,1
2010-11-23,75320,0
2010-11-23,83524,2
2010-11-23,201676,2
2010-11-23,362058,3
2010-11-23,415514,0
2010-11-23,415824,0
2010-11-23,419020,1
2010-11-23,437682,0
2010-11-23,437966,1
2010-11-23,437982,8
2010-11-23,447119,0
2010-11-23,459894,0
2010-11-23,600761,0
2010-11-24,15604,3
2010-11-24,24089,2
2010-11-24,46135,2
2010-11-24,46902,1
2010-11-24,59042,0
2010-11-24,75320,0
2010-11-24,83524,1
2010-11-24,201676,3
2010-11-24,362058,4
2010-11-24,415514,0
2010-11-24,415824,0
2010-11-24,419020,1
2010-11-24,437682,1
2010-11-24,437966,2
2010-11-24,437982,4
2010-11-24,447119,0
2010-11-24,459894,3
2010-11-24,459896,3
2010-11-24,600761,0
2010-11-25,15604,0
2010-11-25,24089,1
2010-11-25,46135,2
2010-11-25,46902,1
2010-11-25,59042,2
2010-11-25,75320,0
2010-11-25,83524,2
2010-11-25,201676,5
2010-11-25,362058,0
2010-11-25,415514,15
2010-11-25,415824,0
2010-11-25,419020,2
2010-11-25,437682,1
2010-11-25,437966,0
2010-11-25,437982,6
2010-11-25,447119,0
2010-11-25,459894,0
2010-11-25,459896,2
2010-11-25,600761,0
2010-11-26,15604,1
2010-11-26,24089,0
2010-11-26,46135,3
2010-11-26,46902,0
2010-11-26,59042,2
2010-11-26,75320,0
2010-11-26,83524,1
2010-11-26,201676,11
2010-11-26,362058,0
2010-11-26,415514,33
2010-11-26,415824,0
2010-11-26,419020,0
2010-11-26,437682,0
2010-11-26,437966,1
2010-11-26,437982,12
2010-11-26,447119,0
2010-11-26,459894,2
2010-11-26,459896,2
2010-11-26,600761,0
2010-11-27,15604,0
2010-11-27,24089,1
2010-11-27,46135,4
2010-11-27,46902,3
2010-11-27,59042,4
2010-11-27,75320,0
2010-11-27,83524,1
2010-11-27,201676,12
2010-11-27,362058,4
2010-11-27,415514,33
2010-11-27,415824,0
2010-11-27,419020,3
2010-11-27,437682,2
2010-11-27,437966,2
2010-11-27,437982,14
2010-11-27,447119,0
2010-11-27,459894,1
2010-11-27,459896,4
2010-11-27,461504,0
2010-11-27,600761,1
2010-11-28,15604,2
2010-11-28,24089,1
2010-11-28,46135,1
2010-11-28,46902,0
2010-11-28,59042,3
2010-11-28,75320,0
2010-11-28,83524,0
2010-11-28,201676,10
2010-11-28,362058,1
2010-11-28,415514,0
2010-11-28,415824,2
2010-11-28,419020,0
2010-11-28,437682,0
2010-11-28,437966,4
2010-11-28,437982,8
2010-11-28,447119,0
2010-11-28,459894,3
2010-11-28,459896,6
2010-11-28,461504,0
2010-11-28,600761,0
2010-11-29,15604,1
2010-11-29,24089,0
2010-11-29,46135,0
2010-11-29,46902,0
2010-11-29,59042,2
2010-11-29,75320,0
2010-11-29,83524,0
2010-11-29,201676,8
2010-11-29,362058,2
2010-11-29,415514,7
2010-11-29,415824,0
2010-11-29,419020,1
2010-11-29,437682,0
2010-11-29,437966,0
2010-11-29,437982,3
2010-11-29,447119,0
2010-11-29,459894,1
2010-11-29,459896,5
2010-11-29,461504,1
2010-11-29,600761,0
2010-11-30,15604,1
2010-11-30,24089,0
2010-11-30,46135,0
2010-11-30,46902,0
2010-11-30,59042,2
2010-11-30,75320,0
2010-11-30,83524,2
2010-11-30,201676,2
2010-11-30,362058,2
2010-11-30,415514,24
2010-11-30,415824,0
2010-11-30,419020,1
2010-11-30,437682,0
2010-11-30,437966,0
2010-11-30,437982,2
2010-11-30,447119,0
2010-11-30,459894,1
2010-11-30,459896,2
2010-11-30,461504,0
2010-11-30,600761,0
2010-12-01,15604,0
2010-12-01,24089,1
2010-12-01,46135,1
2010-12-01,46902,1
2010-12-01,59042,3
2010-12-01,75320,0
2010-12-01,83524,1
2010-12-01,201676,9
2010-12-01,362058,2
2010-12-01,415514,36
2010-12-01,415824,6
2010-12-01,419020,1
2010-12-01,437682,1
2010-12-01,437966,1
2010-12-01,437982,0
2010-12-01,447119,1
2010-12-01,459894,1
2010-12-01,459896,1
2010-12-01,461504,2
2010-12-01,600761,0
2010-12-02,15604,1
2010-12-02,24089,0
2010-12-02,46135,0
2010-12-02,46902,1
2010-12-02,59042,1
2010-12-02,75320,1
2010-12-02,83524,0
2010-12-02,201676,2
2010-12-02,362058,1
2010-12-02,415514,3
2010-12-02,415824,9
2010-12-02,419020,0
2010-12-02,437682,1
2010-12-02,437966,2
2010-12-02,437982,1
2010-12-02,447119,1
2010-12-02,459894,1
2010-12-02,459896,2
2010-12-02,461504,0
2010-12-02,600761,1
2010-12-03,15604,0
2010-12-03,24089,1
2010-12-03,46135,3
2010-12-03,46902,3
2010-12-03,59042,5
2010-12-03,75320,3
2010-12-03,83524,2
2010-12-03,201676,13
2010-12-03,362058,0
2010-12-03,415514,1
2010-12-03,415824,13
2010-12-03,419020,0
2010-12-03,437682,1
2010-12-03,437966,2
2010-12-03,437982,0
2010-12-03,447119,1
2010-12-03,459896,5
2010-12-03,461504,1
2010-12-03,600761,0
2010-12-04,15604,1
2010-12-04,24089,1
2010-12-04,46135,4
2010-12-04,46902,4
2010-12-04,59042,5
2010-12-04,75320,3
2010-12-04,83524,2
2010-12-04,201676,12
2010-12-04,362058,3
2010-12-04,415514,5
2010-12-04,415824,17
2010-12-04,419020,0
2010-12-04,437682,0
2010-12-04,437966,3
2010-12-04,437982,1
2010-12-04,447119,2
2010-12-04,459894,0
2010-12-04,459896,7
2010-12-04,461504,1
2010-12-04,600761,1
2010-12-05,15604,1
2010-12-05,24089,0
2010-12-05,46135,6
2010-12-05,46902,1
2010-12-05,59042,4
2010-12-05,75320,0
2010-12-05,83524,2
2010-12-05,201676,10
2010-12-05,362058,1
2010-12-05,415514,2
2010-12-05,415824,27
2010-12-05,419020,1
2010-12-05,437682,1
2010-12-05,437966,0
2010-12-05,437982,0
2010-12-05,447119,0
2010-12-05,459894,0
2010-12-05,459896,6
2010-12-05,461504,1
2010-12-05,600761,0
2010-12-06,15604,0
2010-12-06,24089,2
2010-12-06,46135,2
2010-12-06,46902,0
2010-12-06,59042,2
2010-12-06,75320,0
2010-12-06,83524,0
2010-12-06,201676,6
2010-12-06,362058,4
2010-12-06,415514,4
2010-12-06,415824,9
2010-12-06,419020,1
2010-12-06,437682,0
2010-12-06,437966,1
2010-12-06,437982,1
2010-12-06,447119,0
2010-12-06,459894,0
2010-12-06,459896,3
2010-12-06,461504,0
2010-12-06,600761,0
2010-12-07,15604,0
2010-12-07,24089,1
2010-12-07,46135,3
2010-12-07,46902,0
2010-12-07,59042,1
2010-12-07,75320,0
2010-12-07,83524,1
2010-12-07,201676,7
2010-12-07,362058,1
2010-12-07,415514,0
2010-12-07,415824,5
2010-12-07,419020,1
2010-12-07,437682,2
2010-12-07,437966,1
2010-12-07,437982,0
2010-12-07,447119,0
2010-12-07,459894,1
2010-12-07,459896,2
2010-12-07,461504,0
2010-12-07,600761,2
2010-12-08,15604,0
2010-12-08,24089,0
2010-12-08,46135,1
2010-12-08,46902,1
2010-12-08,59042,0
2010-12-08,75320,0
2010-12-08,83524,2
2010-12-08,201676,8
2010-12-08,362058,2
2010-12-08,415514,3
2010-12-08,415824,12
2010-12-08,419020,0
2010-12-08,437682,1
2010-12-08,437966,2
2010-12-08,437982,0
2010-12-08,447119,0
2010-12-08,459894,0
2010-12-08,459896,5
2010-12-08,461504,1
2010-12-08,600761,0
2010-12-09,15604,0
2010-12-09,24089,1
2010-12-09,46135,1
2010-12-09,46902,1
2010-12-09,59042,4
2010-12-09,75320,1
2010-12-09,83524,3
2010-12-09,201676,9
2010-12-09,362058,0
2010-12-09,415514,0
2010-12-09,415824,9
2010-12-09,419020,1
2010-12-09,437682,0
2010-12-09,437966,1
2010-12-09,437982,1
2010-12-09,447119,0
2010-12-09,459894,0
2010-12-09,459896,3
2010-12-09,461504,0
2010-12-09,600761,0
2010-12-10,15604,1
2010-12-10,24089,0
2010-12-10,46135,2
2010-12-10,46902,2
2010-12-10,59042,4
2010-12-10,75320,2
2010-12-10,83524,1
2010-12-10,201676,12
2010-12-10,362058,5
2010-12-10,415514,0
2010-12-10,415824,8
2010-12-10,419020,0
2010-12-10,437682,1
2010-12-10,437966,2
2010-12-10,437982,2
2010-12-10,447119,2
2010-12-10,459894,0
2010-12-10,459896,9
2010-12-10,461504,1
2010-12-10,600761,2
2010-12-11,15604,1
2010-12-11,24089,1
2010-12-11,46135,3
2010-12-11,46902,3
2010-12-11,59042,2
2010-12-11,75320,0
2010-12-11,83524,1
2010-12-11,201676,9
2010-12-11,362058,5
2010-12-11,415514,5
2010-12-11,415824,8
2010-12-11,419020,0
2010-12-11,437682,0
2010-12-11,437966,0
2010-12-11,437982,1
2010-12-11,447119,0
2010-12-11,459894,0
2010-12-11,459896,2
2010-12-11,461504,1
2010-12-11,600761,0
2010-12-12,15604,2
2010-12-12,24089,0
2010-12-12,46135,3
2010-12-12,46902,0
2010-12-12,59042,2
2010-12-12,75320,0
2010-12-12,83524,1
2010-12-12,201676,3
2010-12-12,362058,3
2010-12-12,415514,4
2010-12-12,415824,6
2010-12-12,419020,0
2010-12-12,437682,1
2010-12-12,437966,1
2010-12-12,437982,1
2010-12-12,447119,1
2010-12-12,459894,0
2010-12-12,459896,7
2010-12-12,461504,0
2010-12-12,600761,0
2010-12-13,15604,1
2010-12-13,24089,1
2010-12-13,46135,1
2010-12-13,46902,0
2010-12-13,59042,1
2010-12-13,75320,1
2010-12-13,83524,0
2010-12-13,201676,12
2010-12-13,362058,3
2010-12-13,415514,2
2010-12-13,415824,2
2010-12-13,419020,2
2010-12-13,437682,0
2010-12-13,437966,1
2010-12-13,437982,0
2010-12-13,447119,0
2010-12-13,459894,0
2010-12-13,459896,0
2010-12-13,461504,4
2010-12-13,600761,1
2010-12-14,15604,4
2010-12-14,24089,1
2010-12-14,46135,3
2010-12-14,46902,1
2010-12-14,59042,3
2010-12-14,75320,0
2010-12-14,83524,0
2010-12-14,201676,2
2010-12-14,362058,4
2010-12-14,415514,1
2010-12-14,415824,9
2010-12-14,419020,1
2010-12-14,437682,0
2010-12-14,437966,0
2010-12-14,437982,0
2010-12-14,447119,0
2010-12-14,459894,2
2010-12-14,459896,8
2010-12-14,461504,0
2010-12-14,600761,1
2010-12-15,15604,1
2010-12-15,24089,1
2010-12-15,46135,3
2010-12-15,46902,1
2010-12-15,59042,2
2010-12-15,75320,2
2010-12-15,83524,0
2010-12-15,201676,6
2010-12-15,362058,4
2010-12-15,415514,0
2010-12-15,415824,9
2010-12-15,419020,2
2010-12-15,437682,0
2010-12-15,437966,1
2010-12-15,437982,0
2010-12-15,447119,0
2010-12-15,459894,1
2010-12-15,459896,6
2010-12-15,461504,0
2010-12-15,600761,0
2010-12-16,15604,1
2010-12-16,24089,1
2010-12-16,46135,1
2010-12-16,46902,0
2010-12-16,59042,4
2010-12-16,75320,1
2010-12-16,83524,1
2010-12-16,201676,7
2010-12-16,362058,1
2010-12-16,415514,4
2010-12-16,415824,13
2010-12-16,419020,1
2010-12-16,437682,2
2010-12-16,437966,1
2010-12-16,437982,0
2010-12-16,447119,1
2010-12-16,459894,2
2010-12-16,459896,5
2010-12-16,461504,0
2010-12-16,600761,0
2010-12-17,15604,0
2010-12-17,24089,2
2010-12-17,46135,0
2010-12-17,46902,0
2010-12-17,59042,2
2010-12-17,75320,0
2010-12-17,83524,2
2010-12-17,201676,8
2010-12-17,362058,2
2010-12-17,415514,1
2010-12-17,415824,14
2010-12-17,419020,2
2010-12-17,437682,1
2010-12-17,437966,2
2010-12-17,437982,1
2010-12-17,447119,0
2010-12-17,459894,2
2010-12-17,459896,1
2010-12-17,461504,3
2010-12-17,600761,0
2010-12-18,15604,0
2010-12-18,24089,1
2010-12-18,46135,6
2010-12-18,46902,3
2010-12-18,59042,5
2010-12-18,75320,1
2010-12-18,83524,3
2010-12-18,201676,7
2010-12-18,362058,1
2010-12-18,415514,7
2010-12-18,415824,17
2010-12-18,419020,1
2010-12-18,437682,0
2010-12-18,437966,6
2010-12-18,437982,0
2010-12-18,447119,1
2010-12-18,459894,0
2010-12-18,459896,4
2010-12-18,461504,1
2010-12-18,600761,2
2010-12-19,15604,1
2010-12-19,24089,0
2010-12-19,46135,2
2010-12-19,46902,0
2010-12-19,59042,0
2010-12-19,75320,0
2010-12-19,83524,2
2010-12-19,201676,2
2010-12-19,415514,1
2010-12-19,415824,19
2010-12-19,419020,0
2010-12-19,437682,0
2010-12-19,437966,2
2010-12-19,437982,0
2010-12-19,447119,0
2010-12-19,459894,2
2010-12-19,459896,3
2010-12-19,461504,1
2010-12-19,600761,0
2010-12-20,15604,1
2010-12-20,24089,1
2010-12-20,46135,0
2010-12-20,46902,0
2010-12-20,59042,2
2010-12-20,75320,1
2010-12-20,83524,0
2010-12-20,201676,5
2010-12-20,415514,3
2010-12-20,415824,7
2010-12-20,419020,1
2010-12-20,437682,0
2010-12-20,437966,2
2010-12-20,437982,0
2010-12-20,447119,0
2010-12-20,459894,2
2010-12-20,459896,2
2010-12-20,461504,0
2010-12-20,600761,0
2010-12-21,15604,1
2010-12-21,24089,2
2010-12-21,46135,1
2010-12-21,46902,2
2010-12-21,59042,2
2010-12-21,75320,1
2010-12-21,83524,1
2010-12-21,201676,7
2010-12-21,415514,2
2010-12-21,415824,13
2010-12-21,419020,0
2010-12-21,437682,0
2010-12-21,437966,0
2010-12-21,437982,0
2010-12-21,447119,0
2010-12-21,459894,1
2010-12-21,459896,0
2010-12-21,461504,1
2010-12-21,600761,0
2010-12-22,15604,10
2010-12-22,24089,1
2010-12-22,46135,1
2010-12-22,46902,1
2010-12-22,59042,3
2010-12-22,75320,0
2010-12-22,83524,0
2010-12-22,201676,5
2010-12-22,362058,3
2010-12-22,415514,1
2010-12-22,415824,15
2010-12-22,419020,2
2010-12-22,437682,0
2010-12-22,437966,1
2010-12-22,437982,0
2010-12-22,447119,0
2010-12-22,459894,1
2010-12-22,459896,0
2010-12-22,461504,0
2010-12-22,600761,0
2010-12-23,15604,0
2010-12-23,24089,2
2010-12-23,46135,0
2010-12-23,46902,0
2010-12-23,59042,3
2010-12-23,75320,0
2010-12-23,83524,1
2010-12-23,201676,7
2010-12-23,362058,2
2010-12-23,415514,2
2010-12-23,415824,10
2010-12-23,419020,0
2010-12-23,437682,0
2010-12-23,437966,1
2010-12-23,437982,1
2010-12-23,447119,0
2010-12-23,459894,0
2010-12-23,459896,0
2010-12-23,461504,1
2010-12-23,600761,0
2010-12-24,15604,0
2010-12-24,24089,1
2010-12-24,46135,5
2010-12-24,46902,0
2010-12-24,59042,0
2010-12-24,75320,1
2010-12-24,83524,1
2010-12-24,201676,7
2010-12-24,362058,1
2010-12-24,415514,0
2010-12-24,415824,21
2010-12-24,419020,1
2010-12-24,437682,0
2010-12-24,437966,1
2010-12-24,437982,1
2010-12-24,447119,1
2010-12-24,459894,1
2010-12-24,459896,0
2010-12-24,461504,1
2010-12-24,600761,1
2010-12-25,15604,2
2010-12-25,24089,1
2010-12-25,46135,2
2010-12-25,46902,1
2010-12-25,59042,7
2010-12-25,75320,1
2010-12-25,83524,1
2010-12-25,201676,9
2010-12-25,362058,6
2010-12-25,415514,0
2010-12-25,415824,16
2010-12-25,419020,3
2010-12-25,437682,0
2010-12-25,437966,0
2010-12-25,437982,3
2010-12-25,447119,1
2010-12-25,459894,0
2010-12-25,459896,0
2010-12-25,461504,4
2010-12-25,600761,0
2010-12-26,15604,0
2010-12-26,24089,4
2010-12-26,46135,6
2010-12-26,46902,0
2010-12-26,59042,1
2010-12-26,75320,2
2010-12-26,83524,1
2010-12-26,201676,2
2010-12-26,362058,2
2010-12-26,415514,2
2010-12-26,415824,15
2010-12-26,419020,0
2010-12-26,437682,0
2010-12-26,437966,0
2010-12-26,437982,1
2010-12-26,447119,3
2010-12-26,459894,1
2010-12-26,459896,0
2010-12-26,461504,1
2010-12-26,600761,0
2010-12-27,15604,1
2010-12-27,24089,2
2010-12-27,46135,4
2010-12-27,46902,2
2010-12-27,59042,1
2010-12-27,75320,1
2010-12-27,83524,0
2010-12-27,201676,1
2010-12-27,362058,3
2010-12-27,415514,3
2010-12-27,415824,16
2010-12-27,419020,1
2010-12-27,437682,1
2010-12-27,437966,2
2010-12-27,437982,0
2010-12-27,447119,4
2010-12-27,459894,0
2010-12-27,459896,0
2010-12-27,461504,3
2010-12-27,600761,1
2010-12-28,15604,0
2010-12-28,24089,1
2010-12-28,46135,2
2010-12-28,46902,2
2010-12-28,59042,4
2010-12-28,75320,2
2010-12-28,83524,3
2010-12-28,201676,3
2010-12-28,362058,2
2010-12-28,415514,1
2010-12-28,415824,24
2010-12-28,419020,0
2010-12-28,437682,0
2010-12-28,437966,0
2010-12-28,437982,0
2010-12-28,447119,1
2010-12-28,459894,2
2010-12-28,459896,0
2010-12-28,461504,3
2010-12-28,600761,1
2010-12-29,15604,1
2010-12-29,24089,0
2010-12-29,46135,6
2010-12-29,46902,1
2010-12-29,59042,5
2010-12-29,75320,3
2010-12-29,83524,0
2010-12-29,201676,3
2010-12-29,362058,10
2010-12-29,415514,6
2010-12-29,415824,34
2010-12-29,419020,5
2010-12-29,437682,1
2010-12-29,437966,0
2010-12-29,437982,3
2010-12-29,447119,1
2010-12-29,459894,1
2010-12-29,459896,0
2010-12-29,461504,1
2010-12-29,600761,0
2010-12-30,15604,5
2010-12-30,24089,1
2010-12-30,46135,9
2010-12-30,46902,3
2010-12-30,59042,5
2010-12-30,75320,5
2010-12-30,83524,0
2010-12-30,201676,9
2010-12-30,362058,3
2010-12-30,415514,6
2010-12-30,415824,64
2010-12-30,419020,6
2010-12-30,437682,1
2010-12-30,437966,1
2010-12-30,437982,0
2010-12-30,447119,0
2010-12-30,459894,0
2010-12-30,459896,0
2010-12-30,461504,4
2010-12-30,600761,4
2010-12-31,15604,6
2010-12-31,24089,0
2010-12-31,46135,4
2010-12-31,46902,14
2010-12-31,59042,7
2010-12-31,75320,5
2010-12-31,83524,0
2010-12-31,201676,12
2010-12-31,362058,12
2010-12-31,415514,3
2010-12-31,415824,44
2010-12-31,419020,5
2010-12-31,437682,0
2010-12-31,437966,6
2010-12-31,437982,10
2010-12-31,447119,6
2010-12-31,459894,1
2010-12-31,459896,0
2010-12-31,461504,2
2010-12-31,600761,3
2011-01-01,15604,0
2011-01-01,24089,0
2011-01-01,46135,0
2011-01-01,46902,4
2011-01-01,59042,8
2011-01-01,75320,0
2011-01-01,83524,2
2011-01-01,201676,3
2011-01-01,362058,2
2011-01-01,415514,3
2011-01-01,415824,9
2011-01-01,419020,0
2011-01-01,437682,0
2011-01-01,437966,1
2011-01-01,437982,1
2011-01-01,447119,1
2011-01-01,459894,2
2011-01-01,459896,0
2011-01-01,461504,0
2011-01-01,600761,0
2011-01-02,15604,1
2011-01-02,24089,1
2011-01-02,46135,0
2011-01-02,46902,1
2011-01-02,59042,2
2011-01-02,75320,2
2011-01-02,83524,0
2011-01-02,201676,5
2011-01-02,362058,3
2011-01-02,415514,3
2011-01-02,415824,15
2011-01-02,419020,3
2011-01-02,437682,0
2011-01-02,437966,3
2011-01-02,437982,1
2011-01-02,447119,1
2011-01-02,459894,3
2011-01-02,459896,0
2011-01-02,461504,0
2011-01-02,600761,0
2011-01-03,15604,0
2011-01-03,24089,0
2011-01-03,46135,1
2011-01-03,46902,1
2011-01-03,59042,0
2011-01-03,75320,2
2011-01-03,83524,0
2011-01-03,201676,4
2011-01-03,362058,2
2011-01-03,415514,0
2011-01-03,415824,21
2011-01-03,419020,2
2011-01-03,437682,0
2011-01-03,437966,2
2011-01-03,437982,1
2011-01-03,447119,1
2011-01-03,459894,2
2011-01-03,459896,0
2011-01-03,461504,1
2011-01-03,600761,0
2011-01-04,15604,1
2011-01-04,24089,0
2011-01-04,46135,1
2011-01-04,46902,2
2011-01-04,59042,3
2011-01-04,75320,2
2011-01-04,83524,0
2011-01-04,201676,2
2011-01-04,362058,2
2011-01-04,415514,0
2011-01-04,415824,13
2011-01-04,419020,2
2011-01-04,437682,0
2011-01-04,437966,1
2011-01-04,437982,3
2011-01-04,447119,0
2011-01-04,459894,0
2011-01-04,459896,5
2011-01-04,600761,0
2011-01-05,15604,3
2011-01-05,24089,1
2011-01-05,46135,1
2011-01-05,46902,1
2011-01-05,59042,3
2011-01-05,75320,2
2011-01-05,83524,1
2011-01-05,201676,7
2011-01-05,362058,1
2011-01-05,415514,1
2011-01-05,415824,16
2011-01-05,419020,2
2011-01-05,437682,0
2011-01-05,437966,1
2011-01-05,437982,1
2011-01-05,447119,0
2011-01-05,459894,1
2011-01-05,459896,8
2011-01-05,600761,0
2011-01-06,15604,4
2011-01-06,24089,2
2011-01-06,46135,1
2011-01-06,46902,2
2011-01-06,59042,3
2011-01-06,75320,3
2011-01-06,83524,2
2011-01-06,201676,6
2011-01-06,362058,0
2011-01-06,415514,1
2011-01-06,415824,12
2011-01-06,419020,1
2011-01-06,437682,1
2011-01-06,437966,1
2011-01-06,437982,1
2011-01-06,447119,0
2011-01-06,459894,3
2011-01-06,459896,12
2011-01-06,600761,0
2011-01-07,15604,2
2011-01-07,24089,1
2011-01-07,46135,4
2011-01-07,46902,2
2011-01-07,59042,2
2011-01-07,75320,1
2011-01-07,83524,1
2011-01-07,201676,8
2011-01-07,362058,4
2011-01-07,415514,3
2011-01-07,415824,8
2011-01-07,419020,1
2011-01-07,437682,1
2011-01-07,437966,2
2011-01-07,437982,0
2011-01-07,447119,0
2011-01-07,459894,0
2011-01-07,459896,10
2011-01-07,600761,0
2011-01-08,15604,0
2011-01-08,24089,0
2011-01-08,46135,3
2011-01-08,46902,3
2011-01-08,59042,3
2011-01-08,75320,2
2011-01-08,83524,0
2011-01-08,201676,3
2011-01-08,362058,6
2011-01-08,415514,0
2011-01-08,415824,2
2011-01-08,419020,0
2011-01-08,437682,2
2011-01-08,437966,1
2011-01-08,437982,0
2011-01-08,447119,1
2011-01-08,459894,1
2011-01-08,459896,10
2011-01-08,600761,0
2011-01-09,15604,0
2011-01-09,24089,0
2011-01-09,46135,2
2011-01-09,46902,1
2011-01-09,59042,1
2011-01-09,75320,4
2011-01-09,83524,1
2011-01-09,201676,5
2011-01-09,362058,4
2011-01-09,415514,0
2011-01-09,415824,1
2011-01-09,419020,1
2011-01-09,437682,2
2011-01-09,437966,5
2011-01-09,437982,2
2011-01-09,447119,0
2011-01-09,459896,11
2011-01-09,600761,0
2011-01-10,15604,1
2011-01-10,24089,0
2011-01-10,46135,2
2011-01-10,46902,3
2011-01-10,59042,2
2011-01-10,75320,1
2011-01-10,83524,1
2011-01-10,201676,2
2011-01-10,362058,5
2011-01-10,415514,1
2011-01-10,415824,0
2011-01-10,419020,2
2011-01-10,437682,0
2011-01-10,437966,1
2011-01-10,437982,0
2011-01-10,447119,1
2011-01-10,459896,10
2011-01-10,600761,0
2011-01-11,15604,0
2011-01-11,24089,1
2011-01-11,46135,4
2011-01-11,46902,0
2011-01-11,59042,1
2011-01-11,75320,0
2011-01-11,83524,1
2011-01-11,201676,3
2011-01-11,415514,0
2011-01-11,415824,0
2011-01-11,419020,2
2011-01-11,437682,2
2011-01-11,437966,1
2011-01-11,437982,1
2011-01-11,447119,1
2011-01-11,459894,2
2011-01-11,459896,6
2011-01-11,600761,0
2011-01-12,15604,2
2011-01-12,24089,0
2011-01-12,46135,1
2011-01-12,46902,2
2011-01-12,59042,5
2011-01-12,75320,0
2011-01-12,83524,2
2011-01-12,201676,3
2011-01-12,362058,1
2011-01-12,415514,1
2011-01-12,415824,0
2011-01-12,419020,2
2011-01-12,437682,1
2011-01-12,437966,1
2011-01-12,437982,0
2011-01-12,447119,1
2011-01-12,459894,3
2011-01-12,459896,4
2011-01-12,461504,1
2011-01-12,600761,0
2011-01-13,15604,1
2011-01-13,24089,1
2011-01-13,46135,2
2011-01-13,46902,1
2011-01-13,59042,3
2011-01-13,75320,0
2011-01-13,83524,0
2011-01-13,201676,5
2011-01-13,362058,3
2011-01-13,415514,0
2011-01-13,415824,0
2011-01-13,419020,2
2011-01-13,437682,2
2011-01-13,437966,28
2011-01-13,437982,0
2011-01-13,447119,2
2011-01-13,459894,1
2011-01-13,459896,3
2011-01-13,461504,1
2011-01-13,600761,0
2011-01-14,15604,1
2011-01-14,24089,0
2011-01-14,46135,3
2011-01-14,46902,0
2011-01-14,59042,1
2011-01-14,75320,1
2011-01-14,83524,1
2011-01-14,201676,2
2011-01-14,362058,3
2011-01-14,415514,1
2011-01-14,415824,0
2011-01-14,419020,1
2011-01-14,437682,3
2011-01-14,437966,41
2011-01-14,437982,1
2011-01-14,447119,0
2011-01-14,459894,2
2011-01-14,459896,5
2011-01-14,461504,4
2011-01-14,600761,0
2011-01-15,15604,2
2011-01-15,24089,0
2011-01-15,46135,6
2011-01-15,46902,2
2011-01-15,59042,1
2011-01-15,75320,0
2011-01-15,83524,0
2011-01-15,201676,5
2011-01-15,362058,5
2011-01-15,415514,0
2011-01-15,415824,0
2011-01-15,419020,3
2011-01-15,437682,2
2011-01-15,437966,44
2011-01-15,437982,0
2011-01-15,447119,0
2011-01-15,459894,1
2011-01-15,459896,1
2011-01-15,461504,1
2011-01-15,600761,3
2011-01-16,15604,1
2011-01-16,24089,3
2011-01-16,46135,3
2011-01-16,46902,2
2011-01-16,59042,3
2011-01-16,75320,0
2011-01-16,83524,0
2011-01-16,201676,6
2011-01-16,362058,5
2011-01-16,415514,2
2011-01-16,415824,0
2011-01-16,419020,3
2011-01-16,437682,1
2011-01-16,437966,51
2011-01-16,437982,1
2011-01-16,447119,2
2011-01-16,459894,0
2011-01-16,459896,4
2011-01-16,461504,2
2011-01-16,600761,1
2011-01-17,15604,1
2011-01-17,24089,1
2011-01-17,46135,1
2011-01-17,46902,2
2011-01-17,59042,2
2011-01-17,75320,0
2011-01-17,83524,0
2011-01-17,201676,5
2011-01-17,362058,1
2011-01-17,415514,2
2011-01-17,415824,0
2011-01-17,419020,0
2011-01-17,437682,1
2011-01-17,437966,37
2011-01-17,437982,0
2011-01-17,447119,0
2011-01-17,459894,1
2011-01-17,459896,3
2011-01-17,461504,2
2011-01-17,600761,0
2011-01-18,15604,2
2011-01-18,24089,0
2011-01-18,46135,0
2011-01-18,46902,1
2011-01-18,59042,4
2011-01-18,75320,0
2011-01-18,83524,0
2011-01-18,201676,3
2011-01-18,362058,1
2011-01-18,415514,1
2011-01-18,415824,0
2011-01-18,419020,3
2011-01-18,437682,1
2011-01-18,437966,19
2011-01-18,437982,0
2011-01-18,447119,0
2011-01-18,459894,2
2011-01-18,459896,9
2011-01-18,461504,1
2011-01-18,600761,0
2011-01-19,15604,1
2011-01-19,24089,0
2011-01-19,46135,3
2011-01-19,46902,1
2011-01-19,59042,4
2011-01-19,75320,0
2011-01-19,83524,0
2011-01-19,201676,7
2011-01-19,362058,1
2011-01-19,415514,3
2011-01-19,415824,0
2011-01-19,419020,1
2011-01-19,437682,0
2011-01-19,437966,1
2011-01-19,437982,1
2011-01-19,447119,0
2011-01-19,459896,3
2011-01-19,600761,0
2011-01-20,15604,0
2011-01-20,24089,0
2011-01-20,46135,2
2011-01-20,46902,4
2011-01-20,59042,1
