date,av_price_46135,av_price_46902,av_price_59042,av_price_75320,av_price_201676,av_price_362058,av_price_415514,av_price_415824,av_price_419020,av_price_437966,av_price_437982,av_price_459894,av_price_459896,av_price_461504,av_price_468496,av_price_468558,av_price_471503,av_price_481677,av_price_489135,av_price_600761,salesvolume_46135,salesvolume_46902,salesvolume_59042,salesvolume_75320,salesvolume_201676,salesvolume_362058,salesvolume_415514,salesvolume_415824,salesvolume_419020,salesvolume_437966,salesvolume_437982,salesvolume_459894,salesvolume_459896,salesvolume_461504,salesvolume_468496,salesvolume_468558,salesvolume_471503,salesvolume_481677,salesvolume_489135,salesvolume_600761,is_supplied_46135,is_supplied_46902,is_supplied_59042,is_supplied_75320,is_supplied_201676,is_supplied_362058,is_supplied_415514,is_supplied_415824,is_supplied_419020,is_supplied_437966,is_supplied_437982,is_supplied_459894,is_supplied_459896,is_supplied_461504,is_supplied_468496,is_supplied_468558,is_supplied_471503,is_supplied_481677,is_supplied_489135,is_supplied_600761,weekday_Friday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,month_April,month_August,month_December,month_February,month_July,month_June,month_March,month_May,month_November,month_October,month_September
2010-08-08,55.29905348868643,47.92584635686158,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,65.43721329494561,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,1.0,0.0,2.0,1.0,8.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-09,55.29905348868643,48.84749724833968,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,70.04546775233615,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,7.0,1.0,0.0,2.0,7.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-10,55.29905348868643,48.84749724833968,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,70.04546775233615,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,1.0,0.0,1.0,1.0,5.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-11,55.29905348868643,48.84749724833968,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,87.55683469042019,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,3.0,1.0,0.0,0.0,10.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2010-08-12,55.29905348868643,47.00419546538347,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,65.43721329494561,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,2.0,0.0,0.0,1.0,11.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-13,55.29905348868643,47.92584635686158,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,89.40013647337639,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,9.0,2.0,1.0,1.0,13.0,1.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-14,55.29905348868643,47.00419546538347,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,70.04546775233615,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,7.0,0.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-15,55.29905348868643,47.00419546538347,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,65.43721329494561,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,3.0,1.0,4.0,1.0,13.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-16,55.29905348868643,47.92584635686158,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,65.43721329494561,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,2.0,0.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-17,55.29905348868643,46.08254457390536,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,63.5939115119894,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,0.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-18,55.29905348868643,47.00419546538347,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,81.10527845007343,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,4.0,0.0,0.0,2.0,6.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2010-08-19,55.29905348868643,47.00419546538347,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,65.43721329494561,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,7.0,1.0,3.0,0.0,11.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-20,55.29905348868643,47.92584635686158,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,63.5939115119894,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,2.0,1.0,1.0,0.0,16.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-21,55.29905348868643,47.92584635686158,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,63.5939115119894,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,5.0,0.0,2.0,1.0,19.0,1.0,16.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-22,55.29905348868643,47.00419546538347,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,65.43721329494561,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,2.0,2.0,2.0,1.0,10.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-23,55.29905348868643,47.92584635686158,59.90730794607697,77.418674884161,30.41447941877754,48.84749724833968,24.884574069908894,65.43721329494561,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,3.0,0.0,0.0,1.0,9.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-24,55.29905348868643,47.92584635686158,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,65.43721329494561,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,3.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-25,55.29905348868643,47.92584635686158,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,65.43721329494561,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,5.0,1.0,2.0,1.0,14.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2010-08-26,55.29905348868643,47.00419546538347,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,65.43721329494561,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,8.0,0.0,0.0,0.0,13.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-27,55.29905348868643,47.92584635686158,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,63.5939115119894,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,3.0,1.0,0.0,0.0,16.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-28,55.29905348868643,47.92584635686158,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,63.5939115119894,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,6.0,1.0,2.0,0.0,14.0,2.0,9.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-29,55.29905348868643,47.92584635686158,59.90730794607697,77.418674884161,30.41447941877754,49.76914813981779,24.884574069908894,63.5939115119894,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,58.06400616312075,1.0,1.0,1.0,2.0,11.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-30,52.53410081425211,46.08254457390536,59.90730794607697,84.79188201598586,33.17943209321186,49.76914813981779,24.884574069908894,63.5939115119894,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,61.75060972903318,6.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-31,52.53410081425211,47.92584635686158,59.90730794607697,84.79188201598586,33.17943209321186,49.76914813981779,24.884574069908894,63.5939115119894,58.06400616312075,41.47429011651482,63.5939115119894,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,63.5939115119894,5.0,0.0,2.0,1.0,7.0,2.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2010-09-01,51.91116681250209,46.446833463817654,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,40.98250011513323,44.62538901425618,57.375500161186515,40.98250011513323,62.83983350987095,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,4.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2010-09-02,51.91116681250209,46.446833463817654,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,40.98250011513323,44.62538901425618,57.375500161186515,44.62538901425618,62.83983350987095,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,3.0,1.0,2.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-03,51.91116681250209,46.446833463817654,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,40.98250011513323,44.62538901425618,57.375500161186515,40.98250011513323,78.3221113311435,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,7.0,1.0,0.0,1.0,11.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-04,51.91116681250209,45.53611123903692,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,40.98250011513323,44.62538901425618,57.375500161186515,40.98250011513323,78.3221113311435,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,2.0,2.0,1.0,1.0,10.0,2.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-05,51.91116681250209,46.446833463817654,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,40.98250011513323,44.62538901425618,57.375500161186515,40.98250011513323,74.67922243202055,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,3.0,1.0,0.0,0.0,10.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-06,51.91116681250209,47.357555688598396,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,40.98250011513323,44.62538901425618,57.375500161186515,40.98250011513323,78.3221113311435,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,5.0,0.0,1.0,0.0,7.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-07,51.91116681250209,47.357555688598396,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,40.98250011513323,44.62538901425618,57.375500161186515,40.98250011513323,78.3221113311435,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,0.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-08,51.91116681250209,47.357555688598396,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,40.98250011513323,44.62538901425618,57.375500161186515,40.98250011513323,78.3221113311435,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2010-09-09,51.91116681250209,47.357555688598396,59.19694461074799,83.78644467982792,32.78600009210658,48.26827791337914,40.98250011513323,44.62538901425618,57.375500161186515,40.98250011513323,84.69716690460866,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,4.0,0.0,1.0,1.0,7.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-10,51.91116681250209,46.446833463817654,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,40.98250011513323,44.62538901425618,57.375500161186515,40.98250011513323,78.3221113311435,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,7.0,1.0,2.0,0.0,10.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-11,51.91116681250209,46.446833463817654,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,40.98250011513323,44.62538901425618,57.375500161186515,40.98250011513323,78.3221113311435,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,10.0,1.0,0.0,0.0,10.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-12,51.91116681250209,45.53611123903692,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,40.98250011513323,44.62538901425618,57.375500161186515,40.98250011513323,78.3221113311435,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,3.0,0.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-13,51.91116681250209,47.357555688598396,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,36.428888991229535,44.62538901425618,57.375500161186515,40.98250011513323,72.85777798245907,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,1.0,1.0,1.0,0.0,10.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-14,51.91116681250209,46.446833463817654,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,35.51816676644879,44.62538901425618,57.375500161186515,40.98250011513323,78.3221113311435,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,7.0,1.0,1.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-15,51.91116681250209,46.446833463817654,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,36.428888991229535,44.62538901425618,57.375500161186515,40.98250011513323,78.3221113311435,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,1.0,0.0,1.0,0.0,8.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2010-09-16,51.91116681250209,47.357555688598396,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,36.428888991229535,44.62538901425618,57.375500161186515,40.98250011513323,78.3221113311435,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,4.0,1.0,0.0,1.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-09-17,51.91116681250209,47.357555688598396,59.19694461074799,83.78644467982792,32.78600009210658,49.17900013815987,35.51816676644879,44.62538901425618,57.375500161186515,40.98250011513323,78.3221113311435,29.186555908562134,36.666848492150194,72.1134123269678,75.79892860900995,48.79291745554736,41.545855689544844,53.253421807630694,55.58561486006334,62.83983350987095,9.0,2.0,1.0,2.0,10.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
